cupc,citem,mprice,sku,cuom,istdpk,pos18
"4806505150303","CHIVAS REGAL 12YO1LF/1RCKGLASS","1032.00","794212.00","PC","6","CHIVAS REGAL12YF-1"
"4806505150327","CHIVAS REGAL18YO700MLF/2RCKGLS","2799.00","794213.00","PC","6","CHIVAS RGL18YO700M"
"4806505150341","GLENLIVET 12YO700MLF/2C/RCKGLS","1900.00","794215.00","PC","6","GLENLIVET 12YO700M"
"4806505150365","JOHN JAMESON I/WHSKY700MLF/2RG","1020.00","794214.00","PC","6","JOHN JAMESONI-W700"
"4806505150518","BY2 IMPERIAL BLUE1LFSF/+700MLL","562.00","761343.00","PC","4","BY2 IMPRL BLUE1LFS"
"4806505150525","BY2 IMPERIAL BLUE1LLGHTF/+700M","556.00","761346.00","PC","4","BY2 IMPRLBL1LLGHTF"
"4806505150679","ABSOLUT VODKAVAPBLUE1LFRHGHBLL","801.00","814332.00","PC","6","ABSOLUT VDKVPBL1L"
"4806505150792","CHIVAS REGAL12YO 1L GET HBGLSS","1199.00","846945.00","PC","6","CHIVASRGL12YO1LGHG"
"4806505150808","CHIVAS REGAL 18YO700MLVP RCK G","2640.00","851468.00","PC","6","CHIVAS RGL18YO700M"
"4806505150846","MARTELL VSOP 700ML VAP GLASS","3324.00","851467.00","PC","6","MRTLL VSP700MLVPGL"
"4806505150921","CHIVAS REGAL 12YO 1L F HB GLSS","1199.00","855155.00","PC","6","CHVSRGL12Y1LFHBGLS"
"4806505200060","RAMGO UPO TAMBULI","69.00","433486.00","PC","1","RAMGO UPO TAMBULI"
"4806505200077","RAMGO LETTUCE LOLO ROSSA","69.00","433460.00","PC","1","LETTUCE LOLO ROSSA"
"4806505200084","RAMGO LETTUCE LOL0 BIONDA","69.00","433459.00","PC","1","LETTUCE LOL0 BIOND"
"4806505200091","RAMGO CHINKANG GREEN BUCKS PAK","59.75","433445.00","PC","1","CHINKANG GREEN BUC"
"4806505200244","BONSAI PETIT POT W/ SAUCER LAR","79.00","253134.00","PC","1","BONSAI POT W- SCER"
"4806505200251","BONSAI PETIT POT W/ SAUCER MED","69.00","253132.00","PC","1","BONSAI POT W- SCR"
"4806505200268","BONSAI PETIT POT W/ SAUCER SML","49.00","253126.00","PC","1","BONSAI POT W- SCER"
"4806505200275","IONIC SQUARE POT & SAUCR 5 CLY","59.00","309766.00","PC","1","IONIC SQUARE POT 5"
"4806505200282","IONIC SQUARE POT &SAUCR 8 CLY","79.00","309767.00","PC","1","IONIC SQUARE POT 8"
"4806505200299","IONIC SQUARE POT & SAUCR 9 CLY","99.00","309768.00","PC","1","IONIC SQUARE POT 9"
"4806505200336","RECT POT W SAUCR 54CM LNG CLY","129.00","309762.00","PC","1","RECT POT W SAUCR54"
"4806505200343","FLOWERETTE P&S7","59.00","314340.00","PC","1","PGF POT   SAUCR7"""
"4806505200350","FLOWRTT P & S 8","69.00","314341.00","PC","1","PGF POT   SAUCR 8"""
"4806505200367","RAMGO GROWPOTS 5.0X20PCS.","69.00","314406.00","PC","1","GROWPOTS 20PCS"
"4806505200374","RAMGO GROWPOTS7.5X20PCS","79.00","314409.00","PC","1","GROWPOTS 7.5X20PCS"
"4806505200381","RAMGO GROWPOTS 9.0CMX20PCS","89.00","433591.00","PC","1","GROWPOTS 9.0X20"
"4806505200398","GROWPOT 10.5X 10PCS","69.00","314411.00","PC","1","PGF POT 10CM X 10P"
"4806505200404","RAMGO GROWPOTS 12X10PCS.","79.00","314412.00","PC","1","GROWPOT 10 PCS"
"4806505200411","RAMGO GROWPOTS 13.5X10PCS.","109.00","314414.00","PC","1","13.5CMX10PCS"
"4806505200428","RAMGO GROWPOTS 15.0X10PCS","129.00","314415.00","PC","1","15.0 CMX 10PCS"
"4806505200435","RAMGO GROWPOTS 18X10PCS","199.00","314416.00","PC","1","GROWPOT 10 PCS"
"4806505200442","GROWPOT 24X 1PC","99.00","314434.00","PC","1","PGF 24CM X 1PC"
"4806505200459","GROWPOT 30CM X 1PC","119.00","314436.00","PC","1","PGF 30CM X 1PC"
"4806505200466","SEEDLING BAGS 4 X6","69.00","314440.00","PC","1","PGF 4"" X 6"" 50PCS"
"4806505200473","SEEDLING BAGS 5 X7","79.00","314442.00","PC","1","PGF 5""X7"" 50 PCS"
"4806505200480","SEEDLING 6 X 10","89.00","314446.00","PC","1","PGF 6""X10"" 50 PCS"
"4806505200497","SEEDLING BAGS 7 X11","89.00","314447.00","PC","1","PGF 7""X11"" 25 PCS"
"4806505200503","SEEDLING BGS 8 x12 25","99.00","314851.00","PC","1","PGF 8""x12""25pcs"
"4806505200510","SEEDLING BGS 9 x13 25","129.00","314854.00","PC","1","PGF 9""x12"" 25pcs"
"4806505200527","SDLING BGS 10 x12 25P","139.00","314855.00","PC","1","PGF SDLNG 25 PCS"
"4806505200534","RAMGO SIMPLEE POT 14","159.00","314358.00","PC","1","SIMPLE POT 14"
"4806505200541","SIMPLEE P&S 11","89.00","314357.00","PC","1","PGF POT   SAUCER11"
"4806505200558","SIMPLEE P&S 8","69.00","314356.00","PC","1","PGF POT SAUCR 8"""
"4806505200565","SIMPLEE P & S 6","59.00","314354.00","PC","1","PGF POT   SAUCR 6"""
"4806505200572","SIMPLEE P&S 4.5","49.00","314353.00","PC","1","PGF POT SAUCR4.5"""
"4806505200725","RCH ARUGULA ROCKET","89.00","321351.00","PC","1","RCH ARUGULA ROCKET"
"4806505200824","RAMGO SLUG-OUT MET. 100G","109.00","321679.00","PC","1","RMGO FLUG-OUT"
"4806505200862","OCTAGON PLSTC POT 6","59.00","314342.00","PC","1","PGF OCTAGON 6"""
"4806505200879","OCTAGON PLASTIC POT 8 CLAY CLR","79.00","309770.00","PC","1","OCT PLSTC POT 8 CL"
"4806505200893","RECT POT W SAUCR 34CM SHRT CLY","99.00","309760.00","PC","1","RECT POT W SUA 34C"
"4806505200909","GROWPOT 21X 3 PCS","219.00","314430.00","PC","1","PGF 21CM x 3 PCS"
"4806505200916","36CM X 1PC","179.00","314439.00","PC","1","PGF GRWPOT 1PC"
"4806505200930","POTTING MEDIUM 4L G&F","199.00","253168.00","PC","1","POTTING MED 4L G F"
"4806505200947","SEED RAISING MIX 4L G&F","199.00","253170.00","PC","1","SEED RAISING MIX4L"
"4806505200978","NO RUST ALL ALUMINUM CLTIVATOR","289.00","253189.00","PC","1","NO RST ALMNUM CULT"
"4806505200985","NO RUST ALL ALUMINUM TRNSPLNTR","289.00","253190.00","PC","1","NO RUST ALUM TRANS"
"4806505200992","NO RUST ALL ALUMINUM TROWEL GF","289.00","253268.00","PC","1","NO RST AL ALMNUM"
"4806505201029","PRUNER HIGH GRADE TEFLON #K705","359.00","253272.00","PC","1","PRUNER TFLN K705"
"4806505201043","RPO KANGKONG CHINESE UPLAND","69.00","253277.00","PC","1","RPO KK CHNSE UPLND"
"4806505201050","ALL AROUND SCISSORS CRBN STEEL","274.75","253278.00","PC","1","AL AROUND SCISSORS"
"4806505201074","RAMGO SOWING TWINE","359.00","321518.00","PC","1","SOWING TWINE BLUE"
"4806505201098","RAMGO GARDEN TOOL SET OF 3","329.00","321514.00","PC","1","GRDN TOOL 3PC SET"
"4806505201135","RPO PAKCHOI CHINKANG","69.00","309759.00","PC","1","RPO PKCHOI CHNKANG"
"4806505201203","RECT POT W SAUCR 68CM EXT LONG","239.00","309763.00","PC","1","RECT POT W SAUCR68"
"4806505201258","RAMGO GLOVES DOTTED","69.00","321517.00","PC","1","GLOVES DOTTED"
"4806505201470","RAMGO PLATE ONLY 3'S16'","139.00","314400.00","PC","1","PLATE ONLY 3'S"
"4806505201487","RAMGO PLATE ONLY 3'S14'","119.00","314401.00","PC","1","PLATE 14"""
"4806505201500","RAMGO PLATE ONLY 3'S 8'","69.00","314404.00","PC","1","PLATE ONLY 8"""
"4806505201548","POT & SUACER CLY14","139.75","314328.00","PC","1","PGF POT   SAUCER14"
"4806505201555","BNCH POT S 12","49.00","314330.00","PC","1","PGF BNCH POT S 12"""
"4806505201562","BNCH POT MDM 15","79.00","314332.00","PC","1","PGF BNCH POT M 15"""
"4806505201579","HANGING BASKET POT7","69.00","314339.00","PC","1","PGF INNER POT7"""
"4806505201586","HANGING CIRQ POT&SAUCER WHT SM","69.00","253150.00","PC","1","HNGING CIRQ PT SCR"
"4806505201593","HNGING CIRQ POT&SAUCER WHTE MD","79.00","253155.00","PC","1","HNGING CIR PT SCR"
"4806505201609","RAMGO SIMPLEE POT 16'","229.00","314360.00","PC","1","SIMPLEE POT 16"
"4806505201616","RAMGO GROWKIT BASIL","169.00","701292.00","PC","1","RAMGO GROWKIT BSIL"
"4806505201623","GROW KIT CHIVES","169.00","636385.00","PC","1","GROW KIT CHIVES"
"4806505201630","RAMGO GROWKIT PARSLEY ITALIAN","169.00","701296.00","PC","1","RMGO G-PRSLEY ITLN"
"4806505201647","RAMGO GROWKIT ARUGULA ROCKET","169.00","701261.00","PC","1","RAMGO GRWKT A-RCKT"
"4806505201661","RAMGO VAL.PCK 5N1 PINAKBET MIX","169.00","433500.00","PC","1","5N1 PINAKBET MIX"
"4806505201678","RAMGO VAL.PCK 5N1 SALAD GARDEN","169.00","433503.00","PC","1","5N1 SALAD GARDEN M"
"4806505201685","RAMGO VAL.PCK 5N1 CHOPSUEY MIX","169.00","433495.00","PC","1","5N1 CHOPSUEY MIX"
"4806505201692","RAMGO VAL.PCK 5N1 LEAFY GR.MIX","169.00","253672.00","PC","1","VAL.PCK 5N1LEAFY"
"4806505201906","TULIP P&S LRG 11","89.00","314368.00","PC","1","PGF TULIP LRG 11"""
"4806505201913","TULIP P&S MDM 9","79.00","314366.00","PC","1","PGF TULIP M9"""
"4806505201920","TULIP P&S SML 7","59.00","314364.00","PC","1","PGF TULIP POT 7"""
"4806505201937","GUSSETED SDLNG 50PCS","89.00","314861.00","PC","1","PGF 3""x3x6x.003"
"4806505201944","SDLING 4x4x8x.003","129.00","314862.00","PC","1","PGF 50 PCS"
"4806505201951","5 x5x10x.003","109.00","314863.00","PC","1","PGF 25 PCS"
"4806505201968","SDLNG BGS6x6x12x.003","1039.00","314864.00","PC","1","PGF 25 PCS"
"4806505201975","SDLNG BGS7x7x14x.003","229.00","314865.00","PC","1","PGF 25 PCS"
"4806505201982","BGS 8x8x16x.003","279.00","314868.00","PC","1","PGF SDLNG 25 PCS"
"4806505202002","RAMGO GROWKIT THYME","169.00","701298.00","PC","1","RAMGO GRWKIT THYME"
"4806505202026","RVegePacketSeedsAmpalaya","49.75","636432.00","PC","1","RVegePacketSeedsAm"
"4806505202057","RPC CORN SWEET","59.75","636435.00","PC","1","RPC CORN SWEET"
"4806505202088","RPO CUCUMBER WHITE","69.00","253184.00","PC","1","RPO CUCUMBER WHITE"
"4806505202125","RPC LTTUCE LEAFY RD LOLLO ROSA","59.75","636440.00","PC","1","RPC L-L RED L-RSSA"
"4806505202163","RPO ONION BUNCHING (RCV)","69.00","253673.00","PC","1","RPO ONN BNCHNG-RCV"
"4806505202200","RPO PEPPER SWEET KAYEN","69.00","314173.00","PC","1","RPO PPPR SWT KAYEN"
"4806505202231","RPO TOMATO ROMA","69.00","314351.00","PC","1","RPO TOMATO ROMA"
"4806505202286","RFlwerPcketSeedSatrdayLghtered","79.00","700728.00","PC","1","RFlwr P-Sd St-Lght"
"4806505202293","RFlowerPacketSeedsAsterDayligh","79.00","636407.00","PC","1","RFlowerPacketSeeds"
"4806505202309","RFlowerPacketSeedsAsterKurenai","79.00","636410.00","PC","1","RFlowerPacketSeeds"
"4806505202316","RFlowerPacketSeedsCalendulaZen","79.00","636411.00","PC","1","RFlowerPacketSeeds"
"4806505202323","RFlowerPacketSeedsCelosiaArmor","79.00","636412.00","PC","1","RFlowerPacketSeeds"
"4806505202347","RPCF CHRYSANTHEUM SNOWLAND","79.00","636420.00","PC","1","RPCF CHRYSNTEUM SL"
"4806505202361","RFlowerSeedsMorningGloryCameoE","79.00","636421.00","PC","1","RFlowerSeedsMornin"
"4806505202439","RVP 5 IN 1 SINIGANG VEGGIE MIX","169.00","433614.00","PC","1","RVP 5 IN 1 S-V MIX"
"4806505202446","OAKWOOD LOG POT 11.5","49.00","314386.00","PC","1","PGF OAKWOOD 11.5"""
"4806505202453","OAKWOOD LOG POT 14.5","59.00","314389.00","PC","1","PGF OAKWOOD 14.5"""
"4806505202460","CROWN REC P&S 12","59.00","314392.00","PC","1","PGF CRWN REC 12"""
"4806505202477","RAMGO CROWN RECPOT LONG","79.00","314394.00","PC","1","CRWN REC 17"""
"4806505202484","CLRD COLR BLCK P&S 6","59.00","314376.00","PC","1","PGF CLRD CLLR 6"""
"4806505202491","CLLR BLCK P&S M 8.5","69.00","314379.00","PC","1","PGF CLLR BLCK M8.5"
"4806505202507","CLRD CLLR BLCK L","89.00","314384.00","PC","1","PGF CLRD P S10.5"""
"4806505202514","WAVE P&S SML7.5","49.00","314396.00","PC","1","PGF WAVE P S 7.5"""
"4806505202521","WAVE P&S MDM 10","69.00","314397.00","PC","1","PGF WAVE P S 10"""
"4806505202538","WAVE P&S LRG 12","89.00","314398.00","PC","1","PGF P S LRG 12"""
"4806505202545","RAMGO UREA 500GMS","139.00","321310.00","PC","1","RAMGO UREA500GMS"
"4806505202552","RAMGO COMPLETE 500GMS","139.00","321314.00","PC","1","RAMGO COMPLETE 500"
"4806505202569","RAMGO WHEAT GRASS","209.00","321348.00","PC","1","WHEAT GRASS"
"4806505202583","RAMGO SEEDLING TRAY PLSTC105HL","79.00","321317.00","PC","1","RAMGO SDLNG TRY105"
"4806505202590","RAMGO SEEDLNG TRY 128 HOLES","79.00","321319.00","PC","1","RAMGO 128 HOLES"
"4806505202606","RAMGO SEEDLNG PLASTIC 32","79.00","321320.00","PC","1","RAMGO SDLNG 32"
"4806505202613","RAMGO SEEDLNG TRAY 50","79.00","321321.00","PC","1","RAMGO SDLNG TRY50"
"4806505202620","RAMGO SEEDLING TRAY 72","79.00","321325.00","PC","1","RAMGO SEEDLING 72"
"4806505202651","RAMGO DEEP PLTE CLAY 21CM/8","39.00","321332.00","PC","1","RAMGO PLT CLY"
"4806505202668","RAMGO DEEP PLT CLY 26CM/10","49.00","321338.00","PC","1","RAMGO PLT CLY 26CM"
"4806505202675","RAMGO DEEP PLT CLY 31CM/12","59.00","321344.00","PC","1","RAMGO DEEP CLY31"
"4806505202842","RAMGO WINGED BEAN SIGARILLAS","69.00","433494.00","PC","1","WINGED BEAN SIGARI"
"4806505202859","RAMGO WALL HANG FENCE","79.00","433615.00","PC","1","WALL HANG FENCE"
"4806505202866","RAMGO WALL HANG COSMOS","69.00","433616.00","PC","1","WALL HANG COSMOS"
"4806505202873","RS BROCCOLI CALABRESE","259.00","636430.00","PC","1","RS BROCCOLI CLBRSE"
"4806505202897","RSproutingAlfalfa","169.00","636429.00","PC","1","RSproutingAlfalfa"
"4806505202903","RAMGO WATERING SPRINKLER L205","469.00","433589.00","PC","1","WATER SPRINK L205"
"4806505202910","RAMGO WATERING SPRINKLER M 202","249.00","433588.00","PC","1","SPRAY WATER SPR.M2"
"4806505202934","RAMGO GLOVES RED PALM","109.00","433581.00","PC","1","GLOVES RED PALM"
"4806505203030","RAMGO SPRAYER HAND HEAD ONLY","59.00","433583.00","PC","1","SPRAYER H-HEAD ONL"
"4806505203047","RAMGO EGGPLANT ILOKANO BILOG","69.00","433450.00","PC","1","EGGPLANT ILOK.BILO"
"4806505203054","RAMGO LETTUCE ICEBERG GREAT LA","69.00","433458.00","PC","1","LETTUCE ICEBERG"
"4806505203061","RAMGO VAL.PCK 5N1 HERB ITALIA","169.00","433498.00","PC","1","5N1 HERB ITALIA MI"
"4806505203085","RFlowerPacketSeedsSalviaFizzGr","79.00","636414.00","PC","1","RFlowerPacketSeeds"
"4806505203092","RFlowerPacketSeedsSalviaFizzPe","79.00","636416.00","PC","1","RFlowerPacketSeeds"
"4806505204006","RFlowerPacketSeedsSalviaFizzSt","79.00","636417.00","PC","1","RFlowerPacketSeeds"
"4806505204013","RFlowerSeedsSalviaSangriaBicol","79.00","636423.00","PC","1","RFlowerSeedsSalvia"
"4806505204020","RCF SNFLWR HLIANTHUS BIGSMLEF1","79.00","253095.00","PC","1","RCF SUNFLOWR H-BIG"
"4806505204037","RFlowerPacketSeedsZinniaDreaml","139.00","636418.00","PC","1","RFlowerPacketSeeds"
"4806505204044","RFlwrPckt Sds Znnia Sw/Lndrose","139.00","700739.00","PC","1","RF-P S-ZNIA SW-LNR"
"4806505204051","RFlowerSeedsZinniaDreamlandSca","139.00","636424.00","PC","1","RFlowerSeedsZinnia"
"4806505204068","RFlowerPacketSeedsZinniaSunshi","139.00","636419.00","PC","1","RFlowerPacketSeeds"
"4806505204075","RAMGO SEEDLING TRAY CLASS C 32","69.00","433592.00","PC","1","SEEDLNG CLASS C 32"
"4806505204082","RAMGO SEEDLING TRAY CLASS C 50","69.00","433593.00","PC","1","SEEDLNG CLASS C 50"
"4806505204099","RAMGO SEEDLING CLASS C 72SQ.","69.00","433594.00","PC","1","SEEDLNG CLASS C 72"
"4806505204105","RAMGO SEEDLING CLASS C 105SQ","69.00","433595.00","PC","1","SEEDLNG CLLAS C105"
"4806505204112","RAMGO SDLNG.TRAY CLASS C 128SQ","69.00","433607.00","PC","1","TRAY CLASS C 128SQ"
"4806505204433","RAMGO TALL POT & SAUCER 11'","109.00","433618.00","PC","1","TALL POT SAUCER 11"
"4806505204440","RAMGO TALL POT&SAUCER 8.6'","79.00","433619.00","PC","1","TALL POT SAUCR 8.6"
"4806505204457","RAMGO TALL POT&SAUCER 6.5'","59.00","433620.00","PC","1","TALL POT SAUCR 6.5"
"4806505204464","RAMGO RUSTIC POT SQ.11'","109.00","433621.00","PC","1","RUSTIC POT SQ.11"
"4806505204471","RAMGO RUSTIC POT SQ. 9'","89.00","433622.00","PC","1","RUSTIC POT SQ.9"
"4806505204488","RAMGO RUSTIC POT SQ. 7'","69.00","433623.00","PC","1","RUSTIC POT SQ.7"
"4806505204495","RAMGO VERTICAL POT","259.00","433617.00","PC","1","VERTICAL POT"
"4806505204501","RAMGO MELON HONEY DEW GREEN LO","69.00","433462.00","PC","1","MELON HONEY DEW GR"
"4806505204518","RAMGO ROCKET SALAEDAR","59.75","433476.00","PC","1","ROCKET SALAEDAR"
"4806505204587","RCH DILL","89.00","433537.00","PC","1","RCH DILL"
"4806505204594","RCF GOMPHRENA AUDREE PINK ROSE","79.00","636427.00","PC","1","RCF GMPHRNA A-PNKR"
"4806505204600","RCH THYME","89.00","433613.00","PC","1","RCH THYME"
"4806505204617","RCH LAVANDER","89.00","433557.00","KG","1","RCH LAVANDER"
"4806505204624","RCH BASIL ITALIAN GENOVESE","89.00","321527.00","PC","1","RCH BASL ITALIAN-G"
"4806505204631","RCH PARSLEY ITALIAN","89.00","433586.00","PC","1","RCH PARSLY ITALIAN"
"4806505204648","RCH MINT","89.00","433584.00","PC","1","RCH MINT"
"4806505204662","RPO LETTUCE COS GREEN","69.00","253288.00","PC","1","RPO LTTUCE COS GRN"
"4806505204679","RherbPacketSeedsArugulaRocket","64.75","636426.00","PC","1","RherbPacketSeedsAr"
"4806505204686","RCH BASIL HOLY THAI","89.00","321510.00","PC","1","RCH BASL HOLY THAI"
"4806505204693","RPO CORN SUPER SWEET FORTUNEF1","69.00","253147.00","PC","1","RPO CORN SS FRTUNE"
"4806505204778","NO RAT ADHESIVE360G","259.00","314320.00","PC","1","PGF RAT ADHSVE360G"
"4806505204976","RCF MARIGOLD HARMONY ORANGE","109.00","636449.00","PC","1","RCF MRIGLD H-ORNGE"
"4806505204983","RCF MARIGOLD HARMONY YELLOW","109.00","120215.00","PC","1","RCF MRIGOLD H-YLLW"
"4806505204990","RCF MARIGOLD HARMONY GOLD","109.00","636438.00","PC","1","RCF MARIGOLD H-GLD"
"4806505205034","RCH SAGE","89.00","433612.00","PC","1","RCH SAGE"
"4806505205041","RAMGO GROWKIT PECHAY","169.00","701297.00","PC","1","RAMGO GRWKIT PCHAY"
"4806505205102","RPO GOURD BITTR AMPALAYA BILOG","69.00","253269.00","PC","1","RPO GOURD B-AMPLYA"
"4806505205126","RPO KALE CURLY GREEN","69.00","253270.00","PC","1","RPO KALE CURLY GRN"
"4806505205133","RPO KALE CURLY RED","69.00","253274.00","PC","1","RPO KALE CURLY RED"
"4806505205140","RPO EGGPLANT AMERICAN BEAUTY","69.00","253188.00","PC","1","RPO EGGPLANT A-BTY"
"4806505205195","ÝAMGO GROWKIT MONGGO","169.00","701295.00","PC","1","RAMGO GRWKIT MONGO"
"4806505205225","RPO TOMATO CHERRY","69.00","314345.00","PC","1","RPO TOMATO CHERRY"
"4806505205232","RAMGO GROWKIT KALE CURLY GREEN","169.00","701294.00","PC","1","RMGO G-K.CRLY GREN"
"4806505205249","RCF COSMOS SEASHELLS MIX","79.00","439242.00","PC","1","RCF CSMOS SSHLLSMX"
"4806505205300","RCF GOMPHRENA AUDREE WHITE","79.00","636437.00","PC","1","RCF GOMPHRNA A-WHT"
"4806505205355","RPO PPPER HOT UPRIGHT CORDELIA","69.00","314161.00","PC","1","RPO PPPR HOT U-COR"
"4806505205362","RPO CORN WAXY VIOLETA F1","69.00","253148.00","PC","1","RPO CORNWAXY VIOF1"
"4806505205379","RCF ANTRRINIUM PLETTE FMULAMIX","79.00","433635.00","KG","1","RCF A-P FOMULA MIX"
"4806505205386","RCF CAPSICUM MAYA MAMBO MXTURE","139.00","439239.00","PC","1","RCF CPSCM MM MXTRE"
"4806505205393","RCF COLEUS GIANT FORMULA MIX","159.00","439241.00","PC","1","RCF COLEUS GIANT"
"4806505205423","RCF SUNFLOWR H/SUNRCH ORNGE F1","109.00","253187.00","PC","1","RCF SF H-SNRCHORNG"
"4806505205447","RPO SPINACH MALAVR ALUGBATI GL","69.00","314180.00","PC","1","RPO SMA GREEN LEAF"
"4806505205454","RPO SPINACH MLAVAR ALUGBATI RL","69.00","314318.00","PC","1","RPO SMA RED LEAF"
"4806505205461","RPO BEANS LIMA PATANI","69.00","253113.00","PC","1","RPO BNS LIMA PTANI"
"4806505205478","RCF PETUNIA ORCHESTRA BLUE","79.00","253281.00","PC","1","RCF PETUNIA O-BLUE"
"4806505205485","RCF PETUNIA ORCHESTRA RED","79.00","314321.00","PC","1","RCF PETUNIA O-RED"
"4806505205492","RCF PETUNIA ORCHESTRA ROSE","79.00","314327.00","PC","1","RCF PETUNIA O-ROSE"
"4806505205546","RPO CORN SWEET QUEEN RUBY F1","69.00","253136.00","PC","1","RPO CRNSWTQUEENRBY"
"4806505205607","RPO BEANS POLE SITAO SCARLET","69.00","253116.00","PC","1","RPO BEANS POLE SS"
"4806505205614","RPO TURNIP SINGKAMAS","69.00","314363.00","PC","1","RPO TURNIP SNGKAMS"
"4806505205621","RPO PEPPER UPRIGHT HOT BIRD","69.00","314166.00","PC","1","RPO PPR U-HOT BIRD"
"4806505205652","RCH LEMON BALM","89.00","433558.00","KG","1","RCH LEMON BALM"
"4806505205973","RPO BEANS SOYTNDER YUM EDAMAME","69.00","253118.00","PC","1","RPO BEANS SOYTNDER"
"4806505206024","RCH ROSEMARY","159.00","433610.00","PC","1","RCH ROSEMARY"
"4806505206055","RPO BEETS RED","69.00","253119.00","PC","1","RPO BEETS RED"
"4806505206062","RPO SPINACH PERFECT","69.00","314319.00","PC","1","RPO SPINACH PERFCT"
"4806505206109","RPO CORN WAXY SWEET JADE F1","69.00","253149.00","PC","1","RPO CORNWXYSWTJADE"
"4806505210021","SG SMOKED BACON SLICED 180G","172.00","418457.00","PC","1","SG SMK BCN SL 180G"
"4806505210151","SG CHEESE HUNGARIAN","124.00","418488.00","PC","1","SG CHIZ HUNGARIAN"
"4806505210199","SG BACON HAM 180G","320.00","418460.00","PC","1","SG BACON HAM 180G"
"4806505210205","SG SMOKED FARMERS HAM 180G","170.00","418491.00","PC","1","SG SMK FMRS HAM180"
"4806505210250","SG PASTRAMI 180G","475.00","418461.00","PC","1","SG PASTRAMI 180G"
"4806505210359","SG ITLIAN STYL PORKSAUSAGE 250","124.00","418462.00","PC","1","SG ITS PORKSGS 250"
"4806505210472","SG MILD HUNGARIAN 250G","109.00","418466.00","PC","1","SG MILD HNGRIAN250"
"4806505210519","SG CERVELAT 200G","139.00","418463.00","PC","1","SG CERVELAT 200G"
"4806505210526","SG CHEESE SAUSAGE 200G","129.00","418465.00","PC","1","SG CHIZ SAUSAGE200"
"4806505210533","SG HUNGARIAN SAUSAGE 200G","125.00","418467.00","PC","1","SG HUNGRIAN SGS200"
"4806505210540","SWISS GOURMET FRANKFURTER 200G","131.00","418469.00","PC","1","SG FRANKFURTER200G"
"4806505210557","SG VIENNA SAUSAGE 250G","190.00","418494.00","PC","1","SG VIENNA SGS 250G"
"4806505210571","SG PEPPERONI SAUSAGE 180G","151.00","418472.00","PC","1","SG PPERONI SGS 180"
"4806505210618","SWISS GOURMET SCHUBLIG 200G","127.00","418475.00","PC","1","SG SCHUBLIG 200G"
"4806505210625","SG GARLIC SAUSAGE 280G","280.00","418476.00","PC","1","SG GARLIC SGS 280G"
"4806505210632","SG CCKTAIL MINI FRNKFURTER250G","130.00","418478.00","PC","1","SG CCTAIL MN FF250"
"4806505210649","SG CCTAIL MINI HUNGARIAN 250G","135.00","418480.00","PC","1","SG CCTAIL MNH 250G"
"4806505210779","SG COOKED SALAMI","175.00","419808.00","PC","1","SG COOKED SALAMI"
"4806505210847","SG ASSORTED COLD CUTS 180G","290.00","419807.00","PC","1","SG ASSTD CLDCUT180"
"4806505325602","WHISKAS DRY ADLT OCEANFSH1.2KG","297.00","15816.00","PC","6","WHSKAS OFISH 1.2KG"
"4806505325619","WHISKAS DRY ADLT TUNA 1.2KG","297.00","81893.00","PC","6","WHSKAS TUNA 1.2KG"
